start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,total runs,score
2019-03-24,Wankhede Stadium,1,3.2,Delhi Capitals,Mumbai Indians,SS Iyer,S Dhawan,MJ McClenaghan,0,23
2019-03-24,Wankhede Stadium,1,3.3,Delhi Capitals,Mumbai Indians,SS Iyer,S Dhawan,MJ McClenaghan,6,29
2019-03-24,Wankhede Stadium,1,3.4,Delhi Capitals,Mumbai Indians,SS Iyer,S Dhawan,MJ McClenaghan,0,29
2019-03-24,Wankhede Stadium,1,3.5,Delhi Capitals,Mumbai Indians,CA Ingram,S Dhawan,MJ McClenaghan,0,29
2019-03-24,Wankhede Stadium,1,3.6,Delhi Capitals,Mumbai Indians,CA Ingram,S Dhawan,MJ McClenaghan,4,33
2019-03-24,Wankhede Stadium,1,4.1,Delhi Capitals,Mumbai Indians,S Dhawan,CA Ingram,JJ Bumrah,1,34
2019-03-24,Wankhede Stadium,1,4.2,Delhi Capitals,Mumbai Indians,CA Ingram,S Dhawan,JJ Bumrah,0,34
2019-03-24,Wankhede Stadium,1,4.3,Delhi Capitals,Mumbai Indians,CA Ingram,S Dhawan,JJ Bumrah,1,35
2019-03-24,Wankhede Stadium,1,4.4,Delhi Capitals,Mumbai Indians,S Dhawan,CA Ingram,JJ Bumrah,0,35
2019-03-24,Wankhede Stadium,1,4.5,Delhi Capitals,Mumbai Indians,S Dhawan,CA Ingram,JJ Bumrah,0,35
2019-03-24,Wankhede Stadium,1,4.6,Delhi Capitals,Mumbai Indians,S Dhawan,CA Ingram,JJ Bumrah,1,36
2019-03-24,Wankhede Stadium,1,5.1,Delhi Capitals,Mumbai Indians,S Dhawan,CA Ingram,HH Pandya,4,40
2019-03-24,Wankhede Stadium,1,5.2,Delhi Capitals,Mumbai Indians,S Dhawan,CA Ingram,HH Pandya,1,41
2019-03-24,Wankhede Stadium,1,5.3,Delhi Capitals,Mumbai Indians,CA Ingram,S Dhawan,HH Pandya,1,42
2019-03-24,Wankhede Stadium,1,5.4,Delhi Capitals,Mumbai Indians,S Dhawan,CA Ingram,HH Pandya,1,43
2019-03-24,Wankhede Stadium,1,5.5,Delhi Capitals,Mumbai Indians,CA Ingram,S Dhawan,HH Pandya,1,44
2019-03-24,Wankhede Stadium,1,5.6,Delhi Capitals,Mumbai Indians,S Dhawan,CA Ingram,HH Pandya,1,45
2019-03-24,Wankhede Stadium,2,0.1,Mumbai Indians,Delhi Capitals,RG Sharma,Q de Kock,TA Boult,1,1
2019-03-24,Wankhede Stadium,2,0.2,Mumbai Indians,Delhi Capitals,Q de Kock,RG Sharma,TA Boult,1,2
2019-03-24,Wankhede Stadium,2,0.3,Mumbai Indians,Delhi Capitals,RG Sharma,Q de Kock,TA Boult,0,2
2019-03-24,Wankhede Stadium,2,0.4,Mumbai Indians,Delhi Capitals,RG Sharma,Q de Kock,TA Boult,0,2
2019-03-24,Wankhede Stadium,2,0.5,Mumbai Indians,Delhi Capitals,RG Sharma,Q de Kock,TA Boult,2,4
2019-03-24,Wankhede Stadium,2,0.6,Mumbai Indians,Delhi Capitals,RG Sharma,Q de Kock,TA Boult,1,5
2019-03-24,Wankhede Stadium,2,1.1,Mumbai Indians,Delhi Capitals,RG Sharma,Q de Kock,I Sharma,0,5
2019-03-24,Wankhede Stadium,2,1.2,Mumbai Indians,Delhi Capitals,RG Sharma,Q de Kock,I Sharma,1,6
2019-03-24,Wankhede Stadium,2,1.3,Mumbai Indians,Delhi Capitals,Q de Kock,RG Sharma,I Sharma,1,7
2019-03-24,Wankhede Stadium,2,1.4,Mumbai Indians,Delhi Capitals,RG Sharma,Q de Kock,I Sharma,0,7
2019-03-24,Wankhede Stadium,2,1.5,Mumbai Indians,Delhi Capitals,RG Sharma,Q de Kock,I Sharma,4,11
2019-03-24,Wankhede Stadium,2,1.6,Mumbai Indians,Delhi Capitals,RG Sharma,Q de Kock,I Sharma,0,11
2019-03-24,Wankhede Stadium,2,2.1,Mumbai Indians,Delhi Capitals,Q de Kock,RG Sharma,TA Boult,1,12
2019-03-24,Wankhede Stadium,2,2.2,Mumbai Indians,Delhi Capitals,RG Sharma,Q de Kock,TA Boult,1,13
2019-03-24,Wankhede Stadium,2,2.3,Mumbai Indians,Delhi Capitals,Q de Kock,RG Sharma,TA Boult,4,17
2019-03-24,Wankhede Stadium,2,2.4,Mumbai Indians,Delhi Capitals,Q de Kock,RG Sharma,TA Boult,6,23
2019-03-24,Wankhede Stadium,2,2.5,Mumbai Indians,Delhi Capitals,Q de Kock,RG Sharma,TA Boult,4,27
2019-03-24,Wankhede Stadium,2,2.6,Mumbai Indians,Delhi Capitals,Q de Kock,RG Sharma,TA Boult,1,28
2019-03-24,Wankhede Stadium,2,3.1,Mumbai Indians,Delhi Capitals,Q de Kock,RG Sharma,I Sharma,1,29
2019-03-24,Wankhede Stadium,2,3.2,Mumbai Indians,Delhi Capitals,RG Sharma,Q de Kock,I Sharma,4,33
2019-03-24,Wankhede Stadium,2,3.3,Mumbai Indians,Delhi Capitals,RG Sharma,Q de Kock,I Sharma,0,33
2019-03-24,Wankhede Stadium,2,3.4,Mumbai Indians,Delhi Capitals,SA Yadav,Q de Kock,I Sharma,0,33
2019-03-24,Wankhede Stadium,2,3.5,Mumbai Indians,Delhi Capitals,SA Yadav,Q de Kock,I Sharma,0,33
2019-03-24,Wankhede Stadium,2,3.6,Mumbai Indians,Delhi Capitals,SA Yadav,Q de Kock,I Sharma,0,33
2019-03-24,Wankhede Stadium,2,4.1,Mumbai Indians,Delhi Capitals,Q de Kock,SA Yadav,K Rabada,0,33
2019-03-24,Wankhede Stadium,2,4.2,Mumbai Indians,Delhi Capitals,Q de Kock,SA Yadav,K Rabada,1,34
2019-03-24,Wankhede Stadium,2,4.3,Mumbai Indians,Delhi Capitals,SA Yadav,Q de Kock,K Rabada,1,35
2019-03-24,Wankhede Stadium,2,4.4,Mumbai Indians,Delhi Capitals,Q de Kock,SA Yadav,K Rabada,1,36
2019-03-24,Wankhede Stadium,2,4.5,Mumbai Indians,Delhi Capitals,SA Yadav,Q de Kock,K Rabada,1,37
2019-03-24,Wankhede Stadium,2,4.6,Mumbai Indians,Delhi Capitals,Q de Kock,SA Yadav,K Rabada,0,37
2019-03-24,Wankhede Stadium,2,5.1,Mumbai Indians,Delhi Capitals,SA Yadav,Q de Kock,I Sharma,0,37
2019-03-24,Wankhede Stadium,2,5.2,Mumbai Indians,Delhi Capitals,Q de Kock,Yuvraj Singh,I Sharma,4,41
2019-03-24,Wankhede Stadium,2,5.3,Mumbai Indians,Delhi Capitals,Q de Kock,Yuvraj Singh,I Sharma,4,45
2019-03-24,Wankhede Stadium,2,5.4,Mumbai Indians,Delhi Capitals,Q de Kock,Yuvraj Singh,I Sharma,0,45
2019-03-24,Wankhede Stadium,2,5.5,Mumbai Indians,Delhi Capitals,Q de Kock,Yuvraj Singh,I Sharma,0,45
2019-03-24,Wankhede Stadium,2,5.6,Mumbai Indians,Delhi Capitals,KA Pollard,Yuvraj Singh,I Sharma,1,46
2019-03-27,Eden Gardens,1,0.1,Kolkata Knight Riders,Punjab Kings,CA Lynn,SP Narine,Mohammed Shami,0,0
2019-03-27,Eden Gardens,1,0.2,Kolkata Knight Riders,Punjab Kings,CA Lynn,SP Narine,Mohammed Shami,0,0
2019-03-27,Eden Gardens,1,0.3,Kolkata Knight Riders,Punjab Kings,CA Lynn,SP Narine,Mohammed Shami,0,0
2019-03-27,Eden Gardens,1,0.4,Kolkata Knight Riders,Punjab Kings,CA Lynn,SP Narine,Mohammed Shami,0,0
2019-03-27,Eden Gardens,1,0.5,Kolkata Knight Riders,Punjab Kings,CA Lynn,SP Narine,Mohammed Shami,1,1
2019-03-27,Eden Gardens,1,0.6,Kolkata Knight Riders,Punjab Kings,SP Narine,CA Lynn,Mohammed Shami,0,1
2019-03-27,Eden Gardens,1,1.1,Kolkata Knight Riders,Punjab Kings,CA Lynn,SP Narine,CV Varun,1,2
2019-03-27,Eden Gardens,1,1.2,Kolkata Knight Riders,Punjab Kings,SP Narine,CA Lynn,CV Varun,6,8
2019-03-27,Eden Gardens,1,1.3,Kolkata Knight Riders,Punjab Kings,SP Narine,CA Lynn,CV Varun,2,10
2019-03-27,Eden Gardens,1,1.4,Kolkata Knight Riders,Punjab Kings,SP Narine,CA Lynn,CV Varun,4,14
2019-03-27,Eden Gardens,1,1.5,Kolkata Knight Riders,Punjab Kings,SP Narine,CA Lynn,CV Varun,6,20
2019-03-27,Eden Gardens,1,1.6,Kolkata Knight Riders,Punjab Kings,SP Narine,CA Lynn,CV Varun,6,26
2019-03-27,Eden Gardens,1,2.1,Kolkata Knight Riders,Punjab Kings,CA Lynn,SP Narine,Mohammed Shami,4,30
2019-03-27,Eden Gardens,1,2.2,Kolkata Knight Riders,Punjab Kings,CA Lynn,SP Narine,Mohammed Shami,0,30
2019-03-27,Eden Gardens,1,2.3,Kolkata Knight Riders,Punjab Kings,CA Lynn,SP Narine,Mohammed Shami,4,34
2019-03-27,Eden Gardens,1,2.4,Kolkata Knight Riders,Punjab Kings,CA Lynn,SP Narine,Mohammed Shami,0,34
2019-03-27,Eden Gardens,1,2.5,Kolkata Knight Riders,Punjab Kings,SP Narine,RV Uthappa,Mohammed Shami,0,34
2019-03-27,Eden Gardens,1,2.6,Kolkata Knight Riders,Punjab Kings,SP Narine,RV Uthappa,Mohammed Shami,0,34
2019-03-27,Eden Gardens,1,3.1,Kolkata Knight Riders,Punjab Kings,RV Uthappa,SP Narine,GC Viljoen,0,34
2019-03-27,Eden Gardens,1,3.2,Kolkata Knight Riders,Punjab Kings,RV Uthappa,SP Narine,GC Viljoen,1,35
2019-03-27,Eden Gardens,1,3.3,Kolkata Knight Riders,Punjab Kings,SP Narine,RV Uthappa,GC Viljoen,1,36
2019-03-27,Eden Gardens,1,3.4,Kolkata Knight Riders,Punjab Kings,SP Narine,RV Uthappa,GC Viljoen,0,36
2019-03-27,Eden Gardens,1,3.5,Kolkata Knight Riders,Punjab Kings,RV Uthappa,N Rana,GC Viljoen,0,36
2019-03-27,Eden Gardens,1,3.6,Kolkata Knight Riders,Punjab Kings,RV Uthappa,N Rana,GC Viljoen,0,36
2019-03-27,Eden Gardens,1,3.7,Kolkata Knight Riders,Punjab Kings,RV Uthappa,N Rana,GC Viljoen,6,42
2019-03-27,Eden Gardens,1,4.1,Kolkata Knight Riders,Punjab Kings,N Rana,RV Uthappa,AJ Tye,0,42
2019-03-27,Eden Gardens,1,4.2,Kolkata Knight Riders,Punjab Kings,N Rana,RV Uthappa,AJ Tye,1,43
2019-03-27,Eden Gardens,1,4.3,Kolkata Knight Riders,Punjab Kings,RV Uthappa,N Rana,AJ Tye,0,43
2019-03-27,Eden Gardens,1,4.4,Kolkata Knight Riders,Punjab Kings,RV Uthappa,N Rana,AJ Tye,0,43
2019-03-27,Eden Gardens,1,4.5,Kolkata Knight Riders,Punjab Kings,RV Uthappa,N Rana,AJ Tye,1,44
2019-03-27,Eden Gardens,1,4.6,Kolkata Knight Riders,Punjab Kings,N Rana,RV Uthappa,AJ Tye,0,44
2019-03-27,Eden Gardens,1,5.1,Kolkata Knight Riders,Punjab Kings,RV Uthappa,N Rana,R Ashwin,1,45
2019-03-27,Eden Gardens,1,5.2,Kolkata Knight Riders,Punjab Kings,N Rana,RV Uthappa,R Ashwin,1,46
2019-03-27,Eden Gardens,1,5.3,Kolkata Knight Riders,Punjab Kings,RV Uthappa,N Rana,R Ashwin,0,46
2019-03-27,Eden Gardens,1,5.4,Kolkata Knight Riders,Punjab Kings,RV Uthappa,N Rana,R Ashwin,6,52
2019-03-27,Eden Gardens,1,5.5,Kolkata Knight Riders,Punjab Kings,RV Uthappa,N Rana,R Ashwin,1,53
2019-03-27,Eden Gardens,1,5.6,Kolkata Knight Riders,Punjab Kings,N Rana,RV Uthappa,R Ashwin,0,53
2019-03-27,Eden Gardens,2,0.1,Punjab Kings,Kolkata Knight Riders,KL Rahul,CH Gayle,M Prasidh Krishna,1,1
2019-03-27,Eden Gardens,2,0.2,Punjab Kings,Kolkata Knight Riders,CH Gayle,KL Rahul,M Prasidh Krishna,0,1
2019-03-27,Eden Gardens,2,0.3,Punjab Kings,Kolkata Knight Riders,CH Gayle,KL Rahul,M Prasidh Krishna,6,7
2019-03-27,Eden Gardens,2,0.4,Punjab Kings,Kolkata Knight Riders,CH Gayle,KL Rahul,M Prasidh Krishna,0,7
2019-03-27,Eden Gardens,2,0.5,Punjab Kings,Kolkata Knight Riders,CH Gayle,KL Rahul,M Prasidh Krishna,4,11
2019-03-27,Eden Gardens,2,0.6,Punjab Kings,Kolkata Knight Riders,CH Gayle,KL Rahul,M Prasidh Krishna,0,11
2019-03-27,Eden Gardens,2,1.1,Punjab Kings,Kolkata Knight Riders,KL Rahul,CH Gayle,LH Ferguson,0,11
2019-03-27,Eden Gardens,2,1.2,Punjab Kings,Kolkata Knight Riders,KL Rahul,CH Gayle,LH Ferguson,0,11
2019-03-27,Eden Gardens,2,1.3,Punjab Kings,Kolkata Knight Riders,KL Rahul,CH Gayle,LH Ferguson,0,11
2019-03-27,Eden Gardens,2,1.4,Punjab Kings,Kolkata Knight Riders,KL Rahul,CH Gayle,LH Ferguson,0,11
2019-03-27,Eden Gardens,2,1.5,Punjab Kings,Kolkata Knight Riders,MA Agarwal,CH Gayle,LH Ferguson,1,12
2019-03-27,Eden Gardens,2,1.6,Punjab Kings,Kolkata Knight Riders,CH Gayle,MA Agarwal,LH Ferguson,0,12
2019-03-27,Eden Gardens,2,2.1,Punjab Kings,Kolkata Knight Riders,MA Agarwal,CH Gayle,M Prasidh Krishna,1,13
2019-03-27,Eden Gardens,2,2.2,Punjab Kings,Kolkata Knight Riders,MA Agarwal,CH Gayle,M Prasidh Krishna,4,17
2019-03-27,Eden Gardens,2,2.3,Punjab Kings,Kolkata Knight Riders,MA Agarwal,CH Gayle,M Prasidh Krishna,4,21
2019-03-27,Eden Gardens,2,2.4,Punjab Kings,Kolkata Knight Riders,MA Agarwal,CH Gayle,M Prasidh Krishna,0,21
2019-03-27,Eden Gardens,2,2.5,Punjab Kings,Kolkata Knight Riders,MA Agarwal,CH Gayle,M Prasidh Krishna,0,21
2019-03-27,Eden Gardens,2,2.6,Punjab Kings,Kolkata Knight Riders,MA Agarwal,CH Gayle,M Prasidh Krishna,0,21
2019-03-27,Eden Gardens,2,2.7,Punjab Kings,Kolkata Knight Riders,MA Agarwal,CH Gayle,M Prasidh Krishna,4,25
2019-03-27,Eden Gardens,2,3.1,Punjab Kings,Kolkata Knight Riders,CH Gayle,MA Agarwal,LH Ferguson,0,25
2019-03-27,Eden Gardens,2,3.2,Punjab Kings,Kolkata Knight Riders,CH Gayle,MA Agarwal,LH Ferguson,0,25
2019-03-27,Eden Gardens,2,3.3,Punjab Kings,Kolkata Knight Riders,CH Gayle,MA Agarwal,LH Ferguson,1,26
2019-03-27,Eden Gardens,2,3.4,Punjab Kings,Kolkata Knight Riders,CH Gayle,MA Agarwal,LH Ferguson,0,26
2019-03-27,Eden Gardens,2,3.5,Punjab Kings,Kolkata Knight Riders,CH Gayle,MA Agarwal,LH Ferguson,0,26
2019-03-27,Eden Gardens,2,3.6,Punjab Kings,Kolkata Knight Riders,CH Gayle,MA Agarwal,LH Ferguson,4,30
2019-03-27,Eden Gardens,2,3.7,Punjab Kings,Kolkata Knight Riders,CH Gayle,MA Agarwal,LH Ferguson,6,36
2019-03-27,Eden Gardens,2,4.1,Punjab Kings,Kolkata Knight Riders,MA Agarwal,CH Gayle,AD Russell,1,37
2019-03-27,Eden Gardens,2,4.2,Punjab Kings,Kolkata Knight Riders,CH Gayle,MA Agarwal,AD Russell,0,37
2019-03-27,Eden Gardens,2,4.3,Punjab Kings,Kolkata Knight Riders,SN Khan,MA Agarwal,AD Russell,0,37
2019-03-27,Eden Gardens,2,4.4,Punjab Kings,Kolkata Knight Riders,SN Khan,MA Agarwal,AD Russell,4,41
2019-03-27,Eden Gardens,2,4.5,Punjab Kings,Kolkata Knight Riders,SN Khan,MA Agarwal,AD Russell,1,42
2019-03-27,Eden Gardens,2,4.6,Punjab Kings,Kolkata Knight Riders,MA Agarwal,SN Khan,AD Russell,1,43
2019-03-27,Eden Gardens,2,5.1,Punjab Kings,Kolkata Knight Riders,MA Agarwal,SN Khan,M Prasidh Krishna,5,48
2019-03-27,Eden Gardens,2,5.2,Punjab Kings,Kolkata Knight Riders,SN Khan,MA Agarwal,M Prasidh Krishna,0,48
2019-03-27,Eden Gardens,2,5.3,Punjab Kings,Kolkata Knight Riders,SN Khan,MA Agarwal,M Prasidh Krishna,0,48
2019-03-27,Eden Gardens,2,5.4,Punjab Kings,Kolkata Knight Riders,SN Khan,MA Agarwal,M Prasidh Krishna,1,49
2019-03-27,Eden Gardens,2,5.5,Punjab Kings,Kolkata Knight Riders,MA Agarwal,SN Khan,M Prasidh Krishna,1,50
2019-03-27,Eden Gardens,2,5.6,Punjab Kings,Kolkata Knight Riders,SN Khan,MA Agarwal,M Prasidh Krishna,1,51
2019-03-28,M Chinnaswamy Stadium,1,0.1,Mumbai Indians,Royal Challengers Bangalore,Q de Kock,RG Sharma,UT Yadav,0,0
2019-03-28,M Chinnaswamy Stadium,1,0.2,Mumbai Indians,Royal Challengers Bangalore,Q de Kock,RG Sharma,UT Yadav,1,1
2019-03-28,M Chinnaswamy Stadium,1,0.3,Mumbai Indians,Royal Challengers Bangalore,RG Sharma,Q de Kock,UT Yadav,4,5
2019-03-28,M Chinnaswamy Stadium,1,0.4,Mumbai Indians,Royal Challengers Bangalore,RG Sharma,Q de Kock,UT Yadav,0,5
2019-03-28,M Chinnaswamy Stadium,1,0.5,Mumbai Indians,Royal Challengers Bangalore,RG Sharma,Q de Kock,UT Yadav,4,9
2019-03-28,M Chinnaswamy Stadium,1,0.6,Mumbai Indians,Royal Challengers Bangalore,RG Sharma,Q de Kock,UT Yadav,0,9
2019-03-28,M Chinnaswamy Stadium,1,1.1,Mumbai Indians,Royal Challengers Bangalore,Q de Kock,RG Sharma,NA Saini,0,9
2019-03-28,M Chinnaswamy Stadium,1,1.2,Mumbai Indians,Royal Challengers Bangalore,Q de Kock,RG Sharma,NA Saini,1,10
2019-03-28,M Chinnaswamy Stadium,1,1.3,Mumbai Indians,Royal Challengers Bangalore,RG Sharma,Q de Kock,NA Saini,4,14
2019-03-28,M Chinnaswamy Stadium,1,1.4,Mumbai Indians,Royal Challengers Bangalore,RG Sharma,Q de Kock,NA Saini,0,14
2019-03-28,M Chinnaswamy Stadium,1,1.5,Mumbai Indians,Royal Challengers Bangalore,RG Sharma,Q de Kock,NA Saini,0,14
2019-03-28,M Chinnaswamy Stadium,1,1.6,Mumbai Indians,Royal Challengers Bangalore,RG Sharma,Q de Kock,NA Saini,4,18
2019-03-28,M Chinnaswamy Stadium,1,2.1,Mumbai Indians,Royal Challengers Bangalore,Q de Kock,RG Sharma,UT Yadav,1,19
2019-03-28,M Chinnaswamy Stadium,1,2.2,Mumbai Indians,Royal Challengers Bangalore,RG Sharma,Q de Kock,UT Yadav,0,19
2019-03-28,M Chinnaswamy Stadium,1,2.3,Mumbai Indians,Royal Challengers Bangalore,RG Sharma,Q de Kock,UT Yadav,0,19
2019-03-28,M Chinnaswamy Stadium,1,2.4,Mumbai Indians,Royal Challengers Bangalore,RG Sharma,Q de Kock,UT Yadav,1,20
2019-03-28,M Chinnaswamy Stadium,1,2.5,Mumbai Indians,Royal Challengers Bangalore,Q de Kock,RG Sharma,UT Yadav,4,24
2019-03-28,M Chinnaswamy Stadium,1,2.6,Mumbai Indians,Royal Challengers Bangalore,Q de Kock,RG Sharma,UT Yadav,1,25
2019-03-28,M Chinnaswamy Stadium,1,3.1,Mumbai Indians,Royal Challengers Bangalore,Q de Kock,RG Sharma,NA Saini,1,26
2019-03-28,M Chinnaswamy Stadium,1,3.2,Mumbai Indians,Royal Challengers Bangalore,RG Sharma,Q de Kock,NA Saini,0,26
2019-03-28,M Chinnaswamy Stadium,1,3.3,Mumbai Indians,Royal Challengers Bangalore,RG Sharma,Q de Kock,NA Saini,6,32
2019-03-28,M Chinnaswamy Stadium,1,3.4,Mumbai Indians,Royal Challengers Bangalore,RG Sharma,Q de Kock,NA Saini,0,32
2019-03-28,M Chinnaswamy Stadium,1,3.5,Mumbai Indians,Royal Challengers Bangalore,RG Sharma,Q de Kock,NA Saini,0,32
2019-03-28,M Chinnaswamy Stadium,1,3.6,Mumbai Indians,Royal Challengers Bangalore,RG Sharma,Q de Kock,NA Saini,0,32
2019-03-28,M Chinnaswamy Stadium,1,4.1,Mumbai Indians,Royal Challengers Bangalore,Q de Kock,RG Sharma,Mohammed Siraj,0,32
2019-03-28,M Chinnaswamy Stadium,1,4.2,Mumbai Indians,Royal Challengers Bangalore,Q de Kock,RG Sharma,Mohammed Siraj,0,32
2019-03-28,M Chinnaswamy Stadium,1,4.3,Mumbai Indians,Royal Challengers Bangalore,Q de Kock,RG Sharma,Mohammed Siraj,6,38
2019-03-28,M Chinnaswamy Stadium,1,4.4,Mumbai Indians,Royal Challengers Bangalore,Q de Kock,RG Sharma,Mohammed Siraj,1,39
2019-03-28,M Chinnaswamy Stadium,1,4.5,Mumbai Indians,Royal Challengers Bangalore,RG Sharma,Q de Kock,Mohammed Siraj,0,39
2019-03-28,M Chinnaswamy Stadium,1,4.6,Mumbai Indians,Royal Challengers Bangalore,RG Sharma,Q de Kock,Mohammed Siraj,4,43
2019-03-28,M Chinnaswamy Stadium,1,5.1,Mumbai Indians,Royal Challengers Bangalore,Q de Kock,RG Sharma,NA Saini,0,43
2019-03-28,M Chinnaswamy Stadium,1,5.2,Mumbai Indians,Royal Challengers Bangalore,Q de Kock,RG Sharma,NA Saini,0,43
2019-03-28,M Chinnaswamy Stadium,1,5.3,Mumbai Indians,Royal Challengers Bangalore,Q de Kock,RG Sharma,NA Saini,4,47
2019-03-28,M Chinnaswamy Stadium,1,5.4,Mumbai Indians,Royal Challengers Bangalore,Q de Kock,RG Sharma,NA Saini,0,47
2019-03-28,M Chinnaswamy Stadium,1,5.5,Mumbai Indians,Royal Challengers Bangalore,Q de Kock,RG Sharma,NA Saini,1,48
2019-03-28,M Chinnaswamy Stadium,1,5.6,Mumbai Indians,Royal Challengers Bangalore,RG Sharma,Q de Kock,NA Saini,4,52
2019-03-28,M Chinnaswamy Stadium,2,0.1,Royal Challengers Bangalore,Mumbai Indians,PA Patel,MM Ali,MJ McClenaghan,1,1
2019-03-28,M Chinnaswamy Stadium,2,0.2,Royal Challengers Bangalore,Mumbai Indians,MM Ali,PA Patel,MJ McClenaghan,0,1
2019-03-28,M Chinnaswamy Stadium,2,0.3,Royal Challengers Bangalore,Mumbai Indians,MM Ali,PA Patel,MJ McClenaghan,1,2
2019-03-28,M Chinnaswamy Stadium,2,0.4,Royal Challengers Bangalore,Mumbai Indians,PA Patel,MM Ali,MJ McClenaghan,4,6
2019-03-28,M Chinnaswamy Stadium,2,0.5,Royal Challengers Bangalore,Mumbai Indians,PA Patel,MM Ali,MJ McClenaghan,0,6
2019-03-28,M Chinnaswamy Stadium,2,0.6,Royal Challengers Bangalore,Mumbai Indians,PA Patel,MM Ali,MJ McClenaghan,1,7
2019-03-28,M Chinnaswamy Stadium,2,1.1,Royal Challengers Bangalore,Mumbai Indians,PA Patel,MM Ali,SL Malinga,1,8
2019-03-28,M Chinnaswamy Stadium,2,1.2,Royal Challengers Bangalore,Mumbai Indians,MM Ali,PA Patel,SL Malinga,0,8
2019-03-28,M Chinnaswamy Stadium,2,1.3,Royal Challengers Bangalore,Mumbai Indians,MM Ali,PA Patel,SL Malinga,1,9
2019-03-28,M Chinnaswamy Stadium,2,1.4,Royal Challengers Bangalore,Mumbai Indians,PA Patel,MM Ali,SL Malinga,0,9
2019-03-28,M Chinnaswamy Stadium,2,1.5,Royal Challengers Bangalore,Mumbai Indians,PA Patel,MM Ali,SL Malinga,0,9
2019-03-28,M Chinnaswamy Stadium,2,1.6,Royal Challengers Bangalore,Mumbai Indians,PA Patel,MM Ali,SL Malinga,1,10
2019-03-28,M Chinnaswamy Stadium,2,2.1,Royal Challengers Bangalore,Mumbai Indians,PA Patel,MM Ali,MJ McClenaghan,1,11
2019-03-28,M Chinnaswamy Stadium,2,2.2,Royal Challengers Bangalore,Mumbai Indians,MM Ali,PA Patel,MJ McClenaghan,1,12
2019-03-28,M Chinnaswamy Stadium,2,2.3,Royal Challengers Bangalore,Mumbai Indians,PA Patel,MM Ali,MJ McClenaghan,4,16
2019-03-28,M Chinnaswamy Stadium,2,2.4,Royal Challengers Bangalore,Mumbai Indians,PA Patel,MM Ali,MJ McClenaghan,1,17
2019-03-28,M Chinnaswamy Stadium,2,2.5,Royal Challengers Bangalore,Mumbai Indians,MM Ali,PA Patel,MJ McClenaghan,4,21
2019-03-28,M Chinnaswamy Stadium,2,2.6,Royal Challengers Bangalore,Mumbai Indians,MM Ali,PA Patel,MJ McClenaghan,6,27
2019-03-28,M Chinnaswamy Stadium,2,3.1,Royal Challengers Bangalore,Mumbai Indians,PA Patel,MM Ali,JJ Bumrah,0,27
2019-03-28,M Chinnaswamy Stadium,2,3.2,Royal Challengers Bangalore,Mumbai Indians,PA Patel,MM Ali,JJ Bumrah,0,27
2019-03-28,M Chinnaswamy Stadium,2,3.3,Royal Challengers Bangalore,Mumbai Indians,V Kohli,PA Patel,JJ Bumrah,0,27
2019-03-28,M Chinnaswamy Stadium,2,3.4,Royal Challengers Bangalore,Mumbai Indians,V Kohli,PA Patel,JJ Bumrah,4,31
2019-03-28,M Chinnaswamy Stadium,2,3.5,Royal Challengers Bangalore,Mumbai Indians,V Kohli,PA Patel,JJ Bumrah,4,35
2019-03-28,M Chinnaswamy Stadium,2,3.6,Royal Challengers Bangalore,Mumbai Indians,V Kohli,PA Patel,JJ Bumrah,4,39
2019-03-28,M Chinnaswamy Stadium,2,4.1,Royal Challengers Bangalore,Mumbai Indians,PA Patel,V Kohli,HH Pandya,1,40
2019-03-28,M Chinnaswamy Stadium,2,4.2,Royal Challengers Bangalore,Mumbai Indians,V Kohli,PA Patel,HH Pandya,0,40
2019-03-28,M Chinnaswamy Stadium,2,4.3,Royal Challengers Bangalore,Mumbai Indians,V Kohli,PA Patel,HH Pandya,0,40
2019-03-28,M Chinnaswamy Stadium,2,4.4,Royal Challengers Bangalore,Mumbai Indians,V Kohli,PA Patel,HH Pandya,0,40
2019-03-28,M Chinnaswamy Stadium,2,4.5,Royal Challengers Bangalore,Mumbai Indians,V Kohli,PA Patel,HH Pandya,4,44
2019-03-28,M Chinnaswamy Stadium,2,4.6,Royal Challengers Bangalore,Mumbai Indians,V Kohli,PA Patel,HH Pandya,4,48
2019-03-28,M Chinnaswamy Stadium,2,5.1,Royal Challengers Bangalore,Mumbai Indians,PA Patel,V Kohli,KH Pandya,4,52
2019-03-28,M Chinnaswamy Stadium,2,5.2,Royal Challengers Bangalore,Mumbai Indians,PA Patel,V Kohli,KH Pandya,6,58
2019-03-28,M Chinnaswamy Stadium,2,5.3,Royal Challengers Bangalore,Mumbai Indians,PA Patel,V Kohli,KH Pandya,1,59
2019-03-28,M Chinnaswamy Stadium,2,5.4,Royal Challengers Bangalore,Mumbai Indians,V Kohli,PA Patel,KH Pandya,1,60
2019-03-28,M Chinnaswamy Stadium,2,5.5,Royal Challengers Bangalore,Mumbai Indians,PA Patel,V Kohli,KH Pandya,0,60
2019-03-28,M Chinnaswamy Stadium,2,5.6,Royal Challengers Bangalore,Mumbai Indians,PA Patel,V Kohli,KH Pandya,0,60
2019-03-31,MA Chidambaram Stadium,1,0.1,Chennai Super Kings,Rajasthan Royals,AT Rayudu,SR Watson,DS Kulkarni,0,0
